Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
HRTC - 545,Ordinary 3+2 Non AC Seater,19:32,09:30,13h 58m,809,33 Seats available,"3.8
9",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
HRTC - 21,Himsuta AC Seater Volvo/Scania 2+2,20:00,09:00,13h 00m,1428,25 Seats available,"4.4
36",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
HRTC - 567,Himsuta AC Seater Volvo/Scania 2+2,21:03,10:00,12h 57m,1428,26 Seats available,"4.4
42",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
HRTC - 574,Ordinary 3+2 Non AC Seater,21:14,08:30,11h 16m,809,32 Seats available,"4.3
11",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
HRTC - 600,Himsuta AC Seater Volvo/Scania 2+2,21:50,10:50,13h 00m,1446,23 Seats available,"3.9
27",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
HRTC - 583,Ordinary 3+2 Non AC Seater,22:02,11:00,12h 58m,820,35 Seats available,"3.1
5",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,07:00,12h 00m,629,7 Seats available,"4.7
853",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,11:00,12h 00m,759,14 Seats available,"4.7
717",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),19:45,08:05,12h 20m,509,3 Seats available,"4.8
367",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
AdIntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),22:05,10:25,12h 20m,744,7 Seats available,"4.6
506",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:10,12:20,13h 10m,722,14 Seats available,"4.6
718",Delhi to Manali,https://www.redbus.in/bus-tickets/delhi-to-manali
HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,20:00,00:10,04h 10m,500,25 Seats available,"5.0
9",Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
HRTC - 402617,Ordinary 3+2 Non AC Seater,20:30,00:15,03h 45m,295,37 Seats available,3.9,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
HRTC - 99,Himsuta AC Seater Volvo/Scania 2+2,21:00,02:00,05h 00m,615,30 Seats available,3.9,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
HRTC - 622,Ordinary 3+2 Non AC Seater,21:15,02:30,05h 15m,344,37 Seats available,"3.3
5",Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
HRTC - 79,Himsuta AC Seater Volvo/Scania 2+2,21:30,02:00,04h 30m,595,34 Seats available,3.9,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,523,25 Seats available,"4.6
10",Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,549,18 Seats available,"4.8
14",Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,03:10,05h 10m,460,23 Seats available,4.5,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh
HRTC - 540,Ordinary 3+2 Non AC Seater,19:00,08:00,13h 00m,701,31 Seats available,4.1,Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 552,Himmani Deluxe 2+2 Non AC Seater,19:45,05:00,09h 15m,608,15 Seats available,"3.8
55",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 559,Ordinary 3+2 Non AC Seater,20:29,08:05,11h 36m,613,32 Seats available,"4.4
15",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 98,Himsuta AC Seater Volvo/Scania 2+2,20:42,06:30,09h 48m,1118,20 Seats available,"4.3
65",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 566,Ordinary 3+2 Non AC Seater,21:10,07:30,10h 20m,574,30 Seats available,"4.0
22",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 16,Himsuta AC Seater Volvo/Scania 2+2,21:20,05:50,08h 30m,1008,12 Seats available,"4.2
120",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 571,Ordinary 3+2 Non AC Seater,21:40,07:50,10h 10m,604,28 Seats available,"4.2
17",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 82,Himsuta AC Seater Volvo/Scania 2+2,21:55,07:40,09h 45m,1093,21 Seats available,"4.0
46",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:00,05:35,08h 35m,670,8 Seats available,"4.7
405",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,06:10,09h 10m,664,6 Seats available,"4.5
408",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,06:10,08h 10m,810,13 Seats available,"4.4
24",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,00:30,05h 16m,285,35 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 549,A/C Executive (2+3),19:25,00:40,05h 15m,380,37 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 545,Ordinary 3+2 Non AC Seater,19:32,00:20,04h 48m,270,37 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 93,Himsuta AC Seater Volvo/Scania 2+2,19:35,01:00,05h 25m,523,5 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 553,Ordinary 3+2 Non AC Seater,19:50,01:10,05h 20m,285,37 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 14,Himsuta AC Seater Volvo/Scania 2+2,20:10,01:20,05h 10m,528,33 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 556,Ordinary 3+2 Non AC Seater,20:10,01:30,05h 20m,285,27 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,01:30,05h 15m,285,37 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,01:20,05h 05m,523,18 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 547,A/C Executive (2+3),20:16,01:25,05h 09m,390,42 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,01:40,05h 05m,523,31 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 98,Himsuta AC Seater Volvo/Scania 2+2,20:42,02:20,05h 38m,523,34 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 563,Ordinary 3+2 Non AC Seater,20:50,02:15,05h 25m,270,37 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 591,A/C Executive (2+3),21:00,03:00,06h 00m,390,42 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 8,Himsuta AC Seater Volvo/Scania 2+2,21:02,02:00,04h 58m,523,34 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:55,23:40,05h 45m,314,5 Seats available,"4.8
321",Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,23:30,05h 30m,450,18 Seats available,"4.7
106",Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),18:00,23:30,05h 30m,540,5 Seats available,"4.6
34",Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
FlixBus,Volvo A/C Seater (2+2),18:00,00:40,06h 40m,649,14 Seats available,"4.6
24",Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,23:45,05h 45m,539,31 Seats available,3.3,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 801,Ordinary 3+2 Non AC Seater,20:00,08:30,12h 30m,809,37 Seats available,3.7,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
HRTC - 759,Himsuta AC Seater Volvo/Scania 2+2,20:00,09:00,13h 00m,1446,31 Seats available,"3.8
30",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
HRTC - 701,Ordinary 3+2 Non AC Seater,21:30,10:30,13h 00m,820,35 Seats available,"4.1
11",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,08:00,11h 00m,569,27 Seats available,"4.6
742",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,07:45,09h 45m,664,24 Seats available,"4.5
940",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),19:30,07:00,11h 30m,504,18 Seats available,"4.6
399",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,07:30,10h 00m,569,28 Seats available,"4.4
822",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:00,06:00,10h 00m,609,23 Seats available,"4.5
383",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:15,06:50,12h 35m,417,17 Seats available,"4.4
175",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,06:30,10h 00m,700,23 Seats available,"4.1
615",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),21:00,08:40,11h 40m,450,26 Seats available,"4.5
159",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),20:30,07:45,11h 15m,450,24 Seats available,"4.2
194",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
FlixBus,Volvo A/C Seater (2+2),20:30,07:55,11h 25m,659,17 Seats available,"4.9
17",Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
HRTC - 651,Ordinary 3+2 Non AC Seater,19:40,04:20,08h 40m,555,29 Seats available,"4.4
38",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,20:00,04:30,08h 30m,1008,15 Seats available,"3.2
104",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 402617,Ordinary 3+2 Non AC Seater,20:30,05:15,08h 45m,555,37 Seats available,3.9,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 99,Himsuta AC Seater Volvo/Scania 2+2,21:00,07:00,10h 00m,1118,34 Seats available,"4.3
83",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 79,Himsuta AC Seater Volvo/Scania 2+2,21:30,07:00,09h 30m,1103,34 Seats available,"3.9
55",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,05:15,08h 00m,549,18 Seats available,"4.8
411",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,05:30,09h 10m,523,23 Seats available,"4.6
413",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,06:40,08h 40m,460,23 Seats available,"4.9
18",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 546,Himmani Deluxe 2+2 Non AC Seater,19:20,07:00,11h 40m,746,23 Seats available,"1.7
8",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
HRTC - 14,Himsuta AC Seater Volvo/Scania 2+2,20:10,07:30,11h 20m,1259,7 Seats available,"4.2
47",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
HRTC - 14,Himsuta AC Seater Volvo/Scania 2+2,20:10,07:45,11h 35m,1295,8 Seats available,"3.5
22",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
HRTC - 569,Himmani Deluxe 2+2 Non AC Seater,21:22,09:06,11h 44m,755,18 Seats available,"4.7
14",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
HRTC - 569,Himmani Deluxe 2+2 Non AC Seater,21:22,09:20,11h 58m,779,27 Seats available,"3.9
7",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
HRTC - 577,A/C Executive (2+3),21:40,09:10,11h 30m,800,41 Seats available,"2.7
32",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
HRTC - 582,Ordinary 3+2 Non AC Seater,23:05,11:45,12h 40m,670,37 Seats available,"2.3
18",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,06:40,11h 10m,760,15 Seats available,"4.7
757",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,06:55,10h 55m,759,12 Seats available,"4.6
668",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,06:53,10h 53m,759,12 Seats available,"4.7
277",Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala
