Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847,Non AC Seater (2+3),16:40,22:00,05h 20m,185,48 Seats available,"3.1
37",Asansol (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/asansol-to-kolkata
Greenline,Volvo A/C Seater (2+2),16:05,21:05,05h 00m,524,24 Seats available,"3.5
77",Asansol (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/asansol-to-kolkata
Greenline (Karunamoyee),Volvo A/C Seater (2+2),16:20,21:20,05h 00m,524,23 Seats available,"4.0
121",Asansol (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/asansol-to-kolkata
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:35,21:35,05h 00m,524,33 Seats available,"3.5
207",Asansol (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/asansol-to-kolkata
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),17:30,22:50,05h 20m,524,40 Seats available,"4.5
262",Asansol (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/asansol-to-kolkata
NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30,06:30,12h 00m,486,9 Seats available,"3.9
397",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:25,12h 55m,1500,14 Seats available,"4.7
660",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,06:05,12h 05m,1500,22 Seats available,"4.6
431",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),18:30,07:20,12h 50m,1200,30 Seats available,"4.5
749",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:10,12h 40m,1499,15 Seats available,"4.5
534",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,07:45,12h 30m,1500,30 Seats available,"4.5
382",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,07:30,12h 30m,1499,13 Seats available,"4.5
296",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Greenline,Volvo Multi-Axle A/C Sleeper (2+1),18:00,07:00,13h 00m,1500,20 Seats available,"4.6
392",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:45,06:45,12h 00m,1200,44 Seats available,"4.3
474",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,08:05,12h 50m,1500,23 Seats available,"4.5
139",Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,20:00,03h 15m,113,40 Seats available,"4.1
73",Haldia to Barasat (West Bengal),https://www.redbus.in/bus-tickets/haldia-to-barasat-west-bengal
SBSTC-MIDNAPUR - KARUNAMOYEE - 16:40 - 997,Non AC Seater (2+3),16:40,00:00,07h 20m,118,35 Seats available,"3.3
44",Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata
SBSTC-KOLKATA - PURULIA - VIA - ASN - 14:15 (PRL DEPOT) - 292,Non AC Seater (2+3),17:15,00:00,06h 45m,112,46 Seats available,3.7,Durgapur (West Bengal) to Purulia,https://www.redbus.in/bus-tickets/durgapur-to-purulia
NBSTC-KOL-COB-R1-17:00,Non AC Seater 2+2,17:00,05:00,12h 00m,486,18 Seats available,"3.6
194",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
NBSTC-KOL-SLG-R1-18:00,NON A/C Seater Push Back (2+2),18:00,06:00,12h 00m,486,16 Seats available,"3.8
385",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,07:30,12h 45m,1500,25 Seats available,"4.6
522",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:40,13h 10m,1499,10 Seats available,"4.5
553",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:15,06:30,12h 15m,1200,28 Seats available,"4.5
493",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
AdShyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,07:15,12h 00m,1500,17 Seats available,"4.5
287",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:45,13h 15m,1500,15 Seats available,"4.5
463",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),18:30,07:45,13h 15m,1200,30 Seats available,"4.4
819",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:25,12h 55m,1500,12 Seats available,"4.6
676",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
AdRoyal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),18:00,07:00,13h 00m,968,32 Seats available,"3.7
553",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,06:50,12h 50m,1500,12 Seats available,"4.4
425",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
Greenline,Volvo Multi-Axle A/C Sleeper (2+1),18:00,07:00,13h 00m,1500,18 Seats available,"4.6
358",Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,19:30,02h 45m,97,39 Seats available,"4.4
57",Haldia to Kolkata,https://www.redbus.in/bus-tickets/haldia-to-kolkata
SBSTC-HALDIA - KOLKATA - ALL STOP - 17:30 (HLD DEPOT) - 630,Non AC Seater (2+3),17:30,20:30,03h 00m,110,39 Seats available,"4.0
211",Haldia to Kolkata,https://www.redbus.in/bus-tickets/haldia-to-kolkata
City Queen Bus Service,Non AC Seater (2+2),20:50,05:00,08h 10m,250,14 Seats available,"3.5
29",Kolkata to Purulia,https://www.redbus.in/bus-tickets/kolkata-to-purulia
City Queen Bus Service,Non AC Seater (2+2),21:30,07:30,10h 00m,285,18 Seats available,"2.3
53",Kolkata to Purulia,https://www.redbus.in/bus-tickets/kolkata-to-purulia
Express Line,Volvo 9600 A/C Semi Sleeper (2+2),16:10,19:40,03h 30m,524,38 Seats available,"4.6
46",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
Express Line (Karunamoyee),Volvo A/C Seater (2+2),16:15,20:45,04h 30m,524,40 Seats available,"4.7
144",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:15,21:15,05h 00m,524,17 Seats available,"4.2
120",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),16:15,20:00,03h 45m,524,14 Seats available,"4.3
52",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
Express Line,Volvo 9600 A/C Semi Sleeper (2+2),17:20,22:20,05h 00m,524,39 Seats available,"4.7
66",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:30,22:30,05h 00m,524,33 Seats available,"4.1
134",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
Greenline,Volvo A/C Seater (2+2),18:05,23:05,05h 00m,524,37 Seats available,"4.0
32",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,23:25,04h 45m,524,31 Seats available,"4.2
63",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,00:15,04h 45m,509,42 Seats available,"3.6
60",Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),18:30,00:30,06h 00m,500,54 Seats available, ,Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol
